,BASHIR,DAMAR,DAX,DUKAT,EZRI,GARAK,JAKE,KEIKO,KIRA,MARTOK,NOG,ODO,O'BRIEN,QUARK,ROM,SISKO,WEYOUN,WINN,WORF,ZEK,lines,ep,season,title
BASHIR,0,0,2,0,0,0,0,0,0,0,0,0,62,1,0,8,0,0,0,0,46,61,3,Visionary
DAMAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,3,Visionary
DAX,2,0,2,0,0,0,0,0,3,0,0,1,11,0,0,9,0,0,0,0,16,61,3,Visionary
DUKAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,3,Visionary
EZRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,3,Visionary
GARAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,3,Visionary
JAKE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,3,Visionary
KEIKO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,3,Visionary
KIRA,0,0,3,0,0,0,0,0,2,0,0,11,7,1,0,21,0,0,0,0,35,61,3,Visionary
MARTOK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,3,Visionary
NOG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,3,Visionary
ODO,0,0,1,0,0,0,0,0,11,0,0,2,2,0,0,43,0,0,0,0,35,61,3,Visionary
O'BRIEN,62,0,11,0,0,0,0,0,7,0,0,2,14,21,0,20,0,0,0,0,79,61,3,Visionary
QUARK,1,0,0,0,0,0,0,0,1,0,0,0,21,2,0,3,0,0,0,0,22,61,3,Visionary
ROM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,3,Visionary
SISKO,8,0,9,0,0,0,0,0,21,0,0,43,20,3,0,2,0,0,0,0,68,61,3,Visionary
WEYOUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,3,Visionary
WINN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,3,Visionary
WORF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,3,Visionary
ZEK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,3,Visionary
BASHIR,20,0,19,0,0,75,0,0,20,0,0,19,48,15,0,10,0,0,0,0,142,62,3,Distant Voices
DAMAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,3,Distant Voices
DAX,19,0,0,0,0,0,0,0,5,0,0,6,11,0,0,2,0,0,0,0,23,62,3,Distant Voices
DUKAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,3,Distant Voices
EZRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,3,Distant Voices
GARAK,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,62,3,Distant Voices
JAKE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,3,Distant Voices
KEIKO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,3,Distant Voices
KIRA,20,0,5,0,0,0,0,0,0,0,0,9,5,0,0,1,0,0,0,0,21,62,3,Distant Voices
MARTOK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,3,Distant Voices
NOG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,3,Distant Voices
ODO,19,0,6,0,0,0,0,0,9,0,0,0,5,0,0,1,0,0,0,0,20,62,3,Distant Voices
O'BRIEN,48,0,11,0,0,0,0,0,5,0,0,5,0,0,0,2,0,0,0,0,37,62,3,Distant Voices
QUARK,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,62,3,Distant Voices
ROM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,3,Distant Voices
SISKO,10,0,2,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,10,62,3,Distant Voices
WEYOUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,3,Distant Voices
WINN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,3,Distant Voices
WORF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,3,Distant Voices
ZEK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,3,Distant Voices
BASHIR,0,0,1,0,0,0,0,0,0,0,0,0,4,0,4,7,0,0,0,0,11,63,3,Through The Looking Glass
DAMAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,3,Through The Looking Glass
DAX,1,0,4,0,0,0,0,0,0,0,0,0,1,0,0,22,0,0,0,0,15,63,3,Through The Looking Glass
DUKAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,3,Through The Looking Glass
EZRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,3,Through The Looking Glass
GARAK,0,0,0,0,0,0,0,0,36,0,0,0,0,0,3,7,0,0,0,0,27,63,3,Through The Looking Glass
JAKE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,3,Through The Looking Glass
KEIKO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,3,Through The Looking Glass
KIRA,0,0,0,0,0,36,0,0,4,0,0,0,4,0,2,29,0,0,0,0,54,63,3,Through The Looking Glass
MARTOK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,3,Through The Looking Glass
NOG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,3,Through The Looking Glass
ODO,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,63,3,Through The Looking Glass
O'BRIEN,4,0,1,0,0,0,0,0,4,0,0,1,10,0,1,77,0,0,0,0,57,63,3,Through The Looking Glass
QUARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,3,Through The Looking Glass
ROM,4,0,0,0,0,3,0,0,2,0,0,0,1,0,0,1,0,0,0,0,8,63,3,Through The Looking Glass
SISKO,7,0,22,0,0,7,0,0,29,0,0,1,77,0,1,6,0,0,0,0,130,63,3,Through The Looking Glass
WEYOUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,3,Through The Looking Glass
WINN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,3,Through The Looking Glass
WORF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,3,Through The Looking Glass
ZEK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,3,Through The Looking Glass
BASHIR,2,0,0,0,0,35,0,0,11,0,0,0,0,0,0,1,0,0,0,0,27,64,3,Improbable Cause
DAMAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,3,Improbable Cause
DAX,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,64,3,Improbable Cause
DUKAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,3,Improbable Cause
EZRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,3,Improbable Cause
GARAK,35,0,0,0,0,6,0,0,2,0,0,103,0,0,0,11,0,0,0,0,97,64,3,Improbable Cause
JAKE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,3,Improbable Cause
KEIKO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,3,Improbable Cause
KIRA,11,0,0,0,0,2,0,0,2,0,0,1,0,0,0,2,0,0,0,0,9,64,3,Improbable Cause
MARTOK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,3,Improbable Cause
NOG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,3,Improbable Cause
ODO,0,0,3,0,0,103,0,0,1,0,0,4,12,0,0,30,0,0,0,0,120,64,3,Improbable Cause
O'BRIEN,0,0,3,0,0,0,0,0,0,0,0,12,0,0,0,3,0,0,0,0,10,64,3,Improbable Cause
QUARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,3,Improbable Cause
ROM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,3,Improbable Cause
SISKO,1,0,0,0,0,11,0,0,2,0,0,30,3,0,0,0,0,0,0,0,25,64,3,Improbable Cause
WEYOUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,3,Improbable Cause
WINN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,3,Improbable Cause
WORF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,3,Improbable Cause
ZEK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,3,Improbable Cause
BASHIR,2,0,0,0,0,1,0,0,0,0,0,1,13,0,0,0,0,0,0,0,9,65,3,The Die Is Cast
DAMAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,3,The Die Is Cast
DAX,0,0,0,0,0,0,0,0,7,0,0,1,2,0,0,18,0,0,0,0,15,65,3,The Die Is Cast
DUKAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,3,The Die Is Cast
EZRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,3,The Die Is Cast
GARAK,1,0,0,0,0,4,0,0,0,0,0,79,0,0,0,0,0,0,0,0,88,65,3,The Die Is Cast
JAKE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,3,The Die Is Cast
KEIKO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,3,The Die Is Cast
KIRA,0,0,7,0,0,0,0,0,2,0,0,1,8,0,0,18,0,0,0,0,21,65,3,The Die Is Cast
MARTOK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,3,The Die Is Cast
NOG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,3,The Die Is Cast
ODO,1,0,1,0,0,79,0,0,1,0,0,2,1,0,0,0,0,0,0,0,50,65,3,The Die Is Cast
O'BRIEN,13,0,2,0,0,0,0,0,8,0,0,1,0,0,0,7,0,0,0,0,19,65,3,The Die Is Cast
QUARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,3,The Die Is Cast
ROM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,3,The Die Is Cast
SISKO,0,0,18,0,0,0,0,0,18,0,0,0,7,0,0,6,0,0,0,0,37,65,3,The Die Is Cast
WEYOUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,3,The Die Is Cast
WINN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,3,The Die Is Cast
WORF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,3,The Die Is Cast
ZEK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,3,The Die Is Cast
BASHIR,0,0,19,0,0,0,0,0,0,0,0,3,27,3,0,0,0,0,0,0,44,66,3,Explorers
DAMAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,3,Explorers
DAX,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,21,66,3,Explorers
DUKAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,3,Explorers
EZRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,3,Explorers
GARAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,3,Explorers
JAKE,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,157,0,0,0,0,86,66,3,Explorers
KEIKO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,3,Explorers
KIRA,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,6,66,3,Explorers
MARTOK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,3,Explorers
NOG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,3,Explorers
ODO,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,66,3,Explorers
O'BRIEN,27,0,0,0,0,0,0,0,12,0,0,0,0,0,0,10,0,0,0,0,26,66,3,Explorers
QUARK,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,66,3,Explorers
ROM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,3,Explorers
SISKO,0,0,20,0,0,0,157,0,0,0,0,0,10,0,0,10,0,0,0,0,105,66,3,Explorers
WEYOUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,3,Explorers
WINN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,3,Explorers
WORF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,3,Explorers
ZEK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,3,Explorers
BASHIR,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,4,0,0,0,0,6,67,3,Family Business
DAMAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,3,Family Business
DAX,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,4,67,3,Family Business
DUKAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,3,Family Business
EZRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,3,Family Business
GARAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,3,Family Business
JAKE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,3,Family Business
KEIKO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,3,Family Business
KIRA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,67,3,Family Business
MARTOK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,3,Family Business
NOG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,3,Family Business
ODO,3,0,0,0,0,0,0,0,0,0,0,0,1,10,0,3,0,0,0,0,9,67,3,Family Business
O'BRIEN,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,7,67,3,Family Business
QUARK,0,0,0,0,0,0,0,0,0,0,0,10,0,10,95,0,0,0,0,0,126,67,3,Family Business
ROM,0,0,0,0,0,0,0,0,0,0,0,0,0,95,4,0,0,0,0,0,85,67,3,Family Business
SISKO,4,0,7,0,0,0,0,0,4,0,0,3,7,0,0,0,0,0,0,0,38,67,3,Family Business
WEYOUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,3,Family Business
WINN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,3,Family Business
WORF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,3,Family Business
ZEK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,3,Family Business
BASHIR,0,0,1,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,9,68,3,Shakaar
DAMAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,3,Shakaar
DAX,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,3,68,3,Shakaar
DUKAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,3,Shakaar
EZRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,3,Shakaar
GARAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,3,Shakaar
JAKE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,3,Shakaar
KEIKO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,3,Shakaar
KIRA,0,0,0,0,0,0,0,0,4,0,0,12,0,0,0,13,0,53,0,0,82,68,3,Shakaar
MARTOK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,3,Shakaar
NOG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,3,Shakaar
ODO,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,7,68,3,Shakaar
O'BRIEN,8,0,3,0,0,0,0,0,0,0,0,0,2,21,0,0,0,0,0,0,19,68,3,Shakaar
QUARK,3,0,1,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,15,68,3,Shakaar
ROM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,3,Shakaar
SISKO,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,28,0,0,22,68,3,Shakaar
WEYOUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,3,Shakaar
WINN,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,28,0,2,0,0,48,68,3,Shakaar
WORF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,3,Shakaar
ZEK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,3,Shakaar
BASHIR,0,0,4,0,0,0,0,0,0,0,1,6,1,1,0,2,0,0,0,0,11,69,3,Facets
DAMAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,3,Facets
DAX,4,0,6,0,0,0,0,0,2,0,0,12,3,13,0,31,0,0,0,0,95,69,3,Facets
DUKAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,3,Facets
EZRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,3,Facets
GARAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,3,Facets
JAKE,0,0,0,0,0,0,0,0,0,0,16,0,0,3,0,3,0,0,0,0,12,69,3,Facets
KEIKO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,3,Facets
KIRA,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,69,3,Facets
MARTOK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,3,Facets
NOG,1,0,0,0,0,0,16,0,0,0,0,0,8,8,2,3,0,0,0,0,21,69,3,Facets
ODO,6,0,12,0,0,0,0,0,1,0,0,0,0,2,0,3,0,0,0,0,15,69,3,Facets
O'BRIEN,1,0,3,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,8,69,3,Facets
QUARK,1,0,13,0,0,0,3,0,0,0,8,2,1,2,15,1,0,0,0,0,29,69,3,Facets
ROM,0,0,0,0,0,0,0,0,0,0,2,0,0,15,2,1,0,0,0,0,12,69,3,Facets
SISKO,2,0,31,0,0,0,3,0,0,0,3,3,0,1,1,2,0,0,0,0,38,69,3,Facets
WEYOUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,3,Facets
WINN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,3,Facets
WORF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,3,Facets
ZEK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,3,Facets
BASHIR,0,0,2,0,0,0,0,0,7,0,0,4,16,2,0,11,0,0,0,0,26,70,3,The Adversary
DAMAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,3,The Adversary
DAX,2,0,0,0,0,0,0,0,4,0,0,2,9,0,0,33,0,0,0,0,30,70,3,The Adversary
DUKAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,3,The Adversary
EZRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,3,The Adversary
GARAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,3,The Adversary
JAKE,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,1,0,0,0,0,3,70,3,The Adversary
KEIKO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,3,The Adversary
KIRA,7,0,4,0,0,0,1,0,0,0,0,3,2,0,0,19,0,0,0,0,29,70,3,The Adversary
MARTOK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,3,The Adversary
NOG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,3,The Adversary
ODO,4,0,2,0,0,0,0,0,3,0,0,2,9,0,0,18,0,0,0,0,35,70,3,The Adversary
O'BRIEN,16,0,9,0,0,0,0,0,2,0,0,9,10,1,0,28,0,0,0,0,55,70,3,The Adversary
QUARK,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,70,3,The Adversary
ROM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,3,The Adversary
SISKO,11,0,33,0,0,0,1,0,19,0,0,18,28,0,0,10,0,0,0,0,95,70,3,The Adversary
WEYOUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,3,The Adversary
WINN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,3,The Adversary
WORF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,3,The Adversary
ZEK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,3,The Adversary
BASHIR,0,0,4,7,0,11,0,0,3,0,0,12,7,8,0,8,0,0,6,0,37,71,4,The Way of the Warrior (parts 1 & 2)
DAMAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,4,The Way of the Warrior (parts 1 & 2)
DAX,4,0,6,9,0,1,0,0,32,1,0,0,5,0,0,39,0,0,35,0,75,71,4,The Way of the Warrior (parts 1 & 2)
DUKAT,7,0,9,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,4,0,21,71,4,The Way of the Warrior (parts 1 & 2)
EZRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,4,The Way of the Warrior (parts 1 & 2)
GARAK,11,0,1,9,0,4,0,0,0,0,0,12,0,25,0,7,0,0,0,0,42,71,4,The Way of the Warrior (parts 1 & 2)
JAKE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,4,The Way of the Warrior (parts 1 & 2)
KEIKO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,4,The Way of the Warrior (parts 1 & 2)
KIRA,3,0,32,0,0,0,0,0,4,2,0,3,16,3,0,27,0,0,6,0,51,71,4,The Way of the Warrior (parts 1 & 2)
MARTOK,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,19,0,0,22,0,29,71,4,The Way of the Warrior (parts 1 & 2)
NOG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,4,The Way of the Warrior (parts 1 & 2)
ODO,12,0,0,0,0,12,0,0,3,0,0,0,4,11,0,7,0,0,11,0,39,71,4,The Way of the Warrior (parts 1 & 2)
O'BRIEN,7,0,5,0,0,0,0,0,16,0,0,4,4,15,0,16,0,0,29,0,52,71,4,The Way of the Warrior (parts 1 & 2)
QUARK,8,0,0,0,0,25,0,0,3,0,0,11,15,6,0,0,0,0,3,0,39,71,4,The Way of the Warrior (parts 1 & 2)
ROM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,4,The Way of the Warrior (parts 1 & 2)
SISKO,8,0,39,6,0,7,0,0,27,19,0,7,16,0,0,14,0,0,88,0,154,71,4,The Way of the Warrior (parts 1 & 2)
WEYOUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,4,The Way of the Warrior (parts 1 & 2)
WINN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,4,The Way of the Warrior (parts 1 & 2)
WORF,6,0,35,4,0,0,0,0,6,22,0,11,29,3,0,88,0,0,0,0,126,71,4,The Way of the Warrior (parts 1 & 2)
ZEK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,4,The Way of the Warrior (parts 1 & 2)
BASHIR,0,0,8,0,0,0,0,0,0,0,2,0,5,0,0,1,0,0,0,0,9,72,4,The Visitor
DAMAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,4,The Visitor
DAX,8,0,2,0,0,0,0,0,0,0,3,0,1,0,0,9,0,0,0,0,17,72,4,The Visitor
DUKAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,4,The Visitor
EZRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,4,The Visitor
GARAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,4,The Visitor
JAKE,0,0,0,0,0,0,2,0,6,0,9,0,2,1,0,25,0,0,2,0,27,72,4,The Visitor
KEIKO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,4,The Visitor
KIRA,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,6,72,4,The Visitor
MARTOK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,4,The Visitor
NOG,2,0,3,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,0,0,22,72,4,The Visitor
ODO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,4,The Visitor
O'BRIEN,5,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,5,72,4,The Visitor
QUARK,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,3,72,4,The Visitor
ROM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,4,The Visitor
SISKO,1,0,9,0,0,0,25,0,0,0,0,0,2,0,0,6,0,0,0,0,58,72,4,The Visitor
